"muni_id","municipalities","prov_id"
700,"Sant Ramon                                                                                          ",25
701,"Sant Esteve de la Sarga                                                                             ",25
702,"Sant Guim de la Plana                                                                               ",25
703,"Sarroca de Lleida                                                                                   ",25
704,"Sarroca de Bellera                                                                                  ",25
705,"Senterada                                                                                           ",25
706,"La Seu d'Urgell                                                                                     ",25
707,"Seròs                                                                                               ",25
708,"Sidamon                                                                                             ",25
709,"El Soleràs                                                                                          ",25
710,"Solsona                                                                                             ",25
711,"Soriguera                                                                                           ",25
712,"Sort                                                                                                ",25
713,"Soses                                                                                               ",25
714,"Sudanell                                                                                            ",25
715,"Sunyer                                                                                              ",25
716,"Talarn                                                                                              ",25
717,"Talavera                                                                                            ",25
718,"Tàrrega                                                                                             ",25
719,"Tarrés                                                                                              ",25
720,"Tarroja de Segarra                                                                                  ",25
721,"Térmens                                                                                             ",25
722,"Tírvia                                                                                              ",25
723,"Tiurana                                                                                             ",25
724,"Torà                                                                                                ",25
725,"Els Torms                                                                                           ",25
726,"Tornabous                                                                                           ",25
727,"Torrebesses                                                                                         ",25
728,"La Torre de Cabdella                                                                                ",25
729,"Torrefarrera                                                                                        ",25
730,"Torregrossa                                                                                         ",25
731,"Torrelameu                                                                                          ",25
732,"Torres de Segre                                                                                     ",25
733,"Torre-serona                                                                                        ",25
734,"Tremp                                                                                               ",25
735,"Vallbona de les Monges                                                                              ",25
736,"Les Valls de Valira                                                                                 ",25
737,"Vallfogona de Balaguer                                                                              ",25
738,"Verdú                                                                                               ",25
739,"Vielha e Mijaran                                                                                    ",25
740,"Vilagrassa                                                                                          ",25
741,"Vilaller                                                                                            ",25
742,"Vilamòs                                                                                             ",25
743,"Vilanova de Bellpuig                                                                                ",25
744,"Vilanova de l'Aguda                                                                                 ",25
745,"Vilanova de Meià                                                                                    ",25
746,"Vilanova de Segrià                                                                                  ",25
747,"Vila-sana                                                                                           ",25
748,"El Vilosell                                                                                         ",25
749,"Vilanova de la Barca                                                                                ",25
750,"Vinaixa                                                                                             ",25
751,"Vall de Cardós                                                                                      ",25
752,"Sant Martí de Riucorb                                                                               ",25
753,"La Guingueta d'Àneu                                                                                 ",25
754,"Castell de Mur                                                                                      ",25
755,"Ribera d'Ondara                                                                                     ",25
756,"Les Valls d'Aguilar                                                                                 ",25
757,"Torrefeta i Florejacs                                                                               ",25
758,"Fígols i Alinyà                                                                                     ",25
759,"La Vansa i Fórnols                                                                                  ",25
760,"Josa i Tuixén                                                                                       ",25
761,"Els Plans de Sió                                                                                    ",25
762,"Gimenells i el Pla de la Font                                                                       ",25
763,"Riu de Cerdanya                                                                                     ",25
764,"Aiguamúrcia                                                                                         ",43
765,"Albinyana                                                                                           ",43
766,"L'Albiol                                                                                            ",43
767,"Alcanar                                                                                             ",43
768,"Alcover                                                                                             ",43
769,"Aldover                                                                                             ",43
770,"L'Aleixar                                                                                           ",43
771,"Alfara de Carles                                                                                    ",43
772,"Alforja                                                                                             ",43
773,"Alió                                                                                                ",43
774,"Almoster                                                                                            ",43
775,"Altafulla                                                                                           ",43
776,"L'Ametlla de Mar                                                                                    ",43
777,"Amposta                                                                                             ",43
778,"Arbolí                                                                                              ",43
779,"L'Arboç                                                                                             ",43
780,"L'Argentera                                                                                         ",43
781,"Arnes                                                                                               ",43
782,"Ascó                                                                                                ",43
783,"Banyeres del Penedès                                                                                ",43
784,"Barberà de la Conca                                                                                 ",43
785,"Batea                                                                                               ",43
786,"Bellmunt del Priorat                                                                                ",43
787,"Bellvei                                                                                             ",43
788,"Benifallet                                                                                          ",43
789,"Benissanet                                                                                          ",43
790,"La Bisbal de Falset                                                                                 ",43
791,"La Bisbal del Penedès                                                                               ",43
792,"Blancafort                                                                                          ",43
793,"Bonastre                                                                                            ",43
794,"Les Borges del Camp                                                                                 ",43
795,"Bot                                                                                                 ",43
796,"Botarell                                                                                            ",43
797,"Bràfim                                                                                              ",43
798,"Cabacés                                                                                             ",43
799,"Cabra del Camp                                                                                      ",43
800,"Calafell                                                                                            ",43
801,"Cambrils                                                                                            ",43
802,"Capafonts                                                                                           ",43
803,"Capçanes                                                                                            ",43
804,"Caseres                                                                                             ",43
805,"Castellvell del Camp                                                                                ",43
806,"El Catllar                                                                                          ",43
807,"La Sénia                                                                                            ",43
808,"Colldejou                                                                                           ",43
809,"Conesa                                                                                              ",43
810,"Constantí                                                                                           ",43
811,"Corbera d'Ebre                                                                                      ",43
812,"Cornudella de Montsant                                                                              ",43
813,"Creixell                                                                                            ",43
814,"Cunit                                                                                               ",43
815,"Xerta                                                                                               ",43
816,"Duesaigües                                                                                          ",43
817,"L'Espluga de Francolí                                                                               ",43
818,"Falset                                                                                              ",43
819,"La Fatarella                                                                                        ",43
820,"La Febró                                                                                            ",43
821,"La Figuera                                                                                          ",43
822,"Figuerola del Camp                                                                                  ",43
823,"Flix                                                                                                ",43
824,"Forès                                                                                               ",43
825,"Freginals                                                                                           ",43
826,"La Galera                                                                                           ",43
827,"Gandesa                                                                                             ",43
828,"Garcia                                                                                              ",43
829,"Els Garidells                                                                                       ",43
830,"Ginestar                                                                                            ",43
831,"Godall                                                                                              ",43
832,"Gratallops                                                                                          ",43
833,"Els Guiamets                                                                                        ",43
834,"Horta de Sant Joan                                                                                  ",43
835,"El Lloar                                                                                            ",43
836,"Llorac                                                                                              ",43
837,"Llorenç del Penedès                                                                                 ",43
838,"Margalef                                                                                            ",43
839,"Marçà                                                                                               ",43
840,"Mas de Barberans                                                                                    ",43
841,"Masdenverge                                                                                         ",43
842,"Masllorenç                                                                                          ",43
843,"La Masó                                                                                             ",43
844,"Maspujols                                                                                           ",43
845,"El Masroig                                                                                          ",43
846,"El Milà                                                                                             ",43
847,"Miravet                                                                                             ",43
848,"El Molar                                                                                            ",43
849,"Montblanc                                                                                           ",43
850,"Montbrió del Camp                                                                                   ",43
851,"Montferri                                                                                           ",43
852,"El Montmell                                                                                         ",43
853,"Mont-ral                                                                                            ",43
854,"Mont-roig del Camp                                                                                  ",43
855,"Móra d'Ebre                                                                                         ",43
856,"Móra la Nova                                                                                        ",43
857,"El Morell                                                                                           ",43
858,"La Morera de Montsant                                                                               ",43
859,"La Nou de Gaià                                                                                      ",43
860,"Nulles                                                                                              ",43
861,"La Palma d'Ebre                                                                                     ",43
862,"Els Pallaresos                                                                                      ",43
863,"Passanant i Belltall                                                                                ",43
864,"Paüls                                                                                               ",43
865,"Perafort                                                                                            ",43
866,"El Perelló                                                                                          ",43
867,"Les Piles                                                                                           ",43
868,"El Pinell de Brai                                                                                   ",43
869,"Pira                                                                                                ",43
870,"El Pla de Santa Maria                                                                               ",43
871,"La Pobla de Mafumet                                                                                 ",43
872,"La Pobla de Massaluca                                                                               ",43
873,"La Pobla de Montornès                                                                               ",43
874,"Poboleda                                                                                            ",43
875,"El Pont d'Armentera                                                                                 ",43
876,"Porrera                                                                                             ",43
877,"Pradell de la Teixeta                                                                               ",43
878,"Prades                                                                                              ",43
879,"Prat de Comte                                                                                       ",43
880,"Pratdip                                                                                             ",43
881,"Puigpelat                                                                                           ",43
882,"Querol                                                                                              ",43
883,"Rasquera                                                                                            ",43
884,"Renau                                                                                               ",43
885,"Reus                                                                                                ",43
886,"La Riba                                                                                             ",43
887,"Riba-roja d'Ebre                                                                                    ",43
888,"La Riera de Gaià                                                                                    ",43
889,"Riudecanyes                                                                                         ",43
890,"Riudecols                                                                                           ",43
891,"Riudoms                                                                                             ",43
892,"Rocafort de Queralt                                                                                 ",43
893,"Roda de Berà                                                                                        ",43
894,"Rodonyà                                                                                             ",43
895,"Roquetes                                                                                            ",43
896,"El Rourell                                                                                          ",43
897,"Salomó                                                                                              ",43
898,"Sant Carles de la Ràpita                                                                            ",43
899,"Sant Jaume dels Domenys                                                                             ",43
900,"Santa Bàrbara                                                                                       ",43
901,"Santa Coloma de Queralt                                                                             ",43
902,"Santa Oliva                                                                                         ",43
903,"Pontils                                                                                             ",43
904,"Sarral                                                                                              ",43
905,"Savallà del Comtat                                                                                  ",43
906,"La Secuita                                                                                          ",43
907,"La Selva del Camp                                                                                   ",43
908,"Senan                                                                                               ",43
909,"Solivella                                                                                           ",43
910,"Tarragona                                                                                           ",43
911,"Tivenys                                                                                             ",43
912,"Tivissa                                                                                             ",43
913,"La Torre de Fontaubella                                                                             ",43
914,"La Torre de l'Espanyol                                                                              ",43
915,"Torredembarra                                                                                       ",43
916,"Torroja del Priorat                                                                                 ",43
917,"Tortosa                                                                                             ",43
918,"Ulldecona                                                                                           ",43
919,"Ulldemolins                                                                                         ",43
920,"Vallclara                                                                                           ",43
921,"Vallfogona de Riucorb                                                                               ",43
922,"Vallmoll                                                                                            ",43
923,"Valls                                                                                               ",43
924,"Vandellòs i l'Hospitalet de l'Infant                                                                ",43
925,"El Vendrell                                                                                         ",43
926,"Vespella de Gaià                                                                                    ",43
927,"Vilabella                                                                                           ",43
928,"Vilallonga del Camp                                                                                 ",43
929,"Vilanova d'Escornalbou                                                                              ",43
930,"Vilanova de Prades                                                                                  ",43
931,"Vilaplana                                                                                           ",43
932,"Vila-rodona                                                                                         ",43
933,"Vila-seca                                                                                           ",43
934,"Vilaverd                                                                                            ",43
935,"La Vilella Alta                                                                                     ",43
936,"La Vilella Baixa                                                                                    ",43
937,"Vilalba dels Arcs                                                                                   ",43
938,"Vimbodí i Poblet                                                                                    ",43
939,"Vinebre                                                                                             ",43
940,"Vinyols i els Arcs                                                                                  ",43
941,"Deltebre                                                                                            ",43
942,"Sant Jaume d'Enveja                                                                                 ",43
943,"Camarles                                                                                            ",43
944,"L'Aldea                                                                                             ",43
945,"Salou                                                                                               ",43
946,"L'Ampolla                                                                                           ",43
947,"La Canonja                                                                                          ",43
