"muni_id","municipalities","prov_id","poblacion","v_census","t_votes","votes_rate","PP_per","PSOE_per","Cs_per","ECP_per","ERC-CATSÍ_per","CDC_per","PACMA_per","RECORTES CERO-GRUPO VERDE_per","VOX_per","PCPE_per","PxC_per","Age_20-34","Age_35-49","Age_50-64","Age_65-79"
1,"Abrera                                                                                              ",8,12071,8907,6269,70.3828449534074,13.7980539160951,20.6252990907641,14.3404051682884,34.1681288881799,9.2997288243739,4.45047056946882,2.04179294943372,0.51044823735843,0,0.0319030148349019,0,16.569,29.525,16.238,11.134
2,"Aguilar de Segarra                                                                                  ",8,246,200,124,62,6.45161290322581,0.806451612903226,1.61290322580645,10.4838709677419,40.3225806451613,39.5161290322581,0,0.806451612903226,0,0,0,13.822,23.578,21.952,14.229
3,"Alella                                                                                              ",8,9660,7084,4803,67.8006775832863,14.4493025192588,7.78679991671872,12.6795752654591,16.2190297730585,24.1099312929419,21.6531334582553,2.01957110139496,0.229023526962315,0,0.0416406412658755,0,15.28,23.613,21.79,12.805
4,"Alpens                                                                                              ",8,290,223,164,73.542600896861,0,4.26829268292683,1.82926829268293,12.8048780487805,32.9268292682927,46.3414634146341,0.609756097560976,0,0,0,0,16.207,22.758,21.724,12.069
5,"L'Ametlla del Vallès                                                                                ",8,8303,6205,4167,67.1555197421434,11.0631149508039,7.15142788576914,10.2951763858891,19.6304295656347,25.1259899208063,24.5740340772738,1.34389248860091,0.215982721382289,0,0.0719942404607631,0,14.947,26.773,21.305,8.298
6,"Arenys de Mar                                                                                       ",8,15289,11470,7132,62.1795989537925,11.7077958496915,10.8945597307908,7.34716769489624,19.8822209758833,26.0235558048233,21.2142456533932,1.89287717330342,0.140213123948402,0,0.0560852495793606,0,15.77,24.691,19.557,13.519
7,"Arenys de Munt                                                                                      ",8,8736,6483,4250,65.5560697208083,7.69411764705883,8.75294117647059,7.15294117647059,18.2823529411765,32.4705882352941,22.1882352941176,2.37647058823529,0.164705882352941,0,0.141176470588235,0,15.327,27.176,18.304,11.127
8,"Argençola                                                                                           ",8,223,190,110,57.8947368421053,8.18181818181818,3.63636363636364,2.72727272727273,10,48.1818181818182,20,2.72727272727273,0,0,0,0,14.349,21.076,26.457,11.659
9,"Argentona                                                                                           ",8,11978,9180,6192,67.4509803921569,12.6453488372093,10.8365633074935,10.5297157622739,20.5749354005168,23.6272609819121,18.7822997416021,1.8249354005168,0.22609819121447,0,0.145348837209302,0,15.353,25.313,19.719,11.379
10,"Artés                                                                                               ",8,5665,4168,2606,62.5239923224568,7.40598618572525,10.0153491941673,7.63622409823484,16.9224865694551,30.928626247122,24.4435917114351,1.61166538756715,0.0767459708365311,0,0.191864927091328,0,17.793,25.048,19.506,10.521
11,"Avià                                                                                                ",8,2225,1756,1082,61.6173120728929,4.71349353049908,2.68022181146026,2.58780036968577,10.6284658040665,45.9334565619224,30.6839186691312,1.20147874306839,0.0924214417744917,0,0,0,14.068,24.764,20.314,12.495
12,"Avinyó                                                                                              ",8,2248,1672,1061,63.4569377990431,5.937794533459,7.35155513666353,2.82752120640905,9.89632422243167,35.7210179076343,35.3440150801131,1.03675777568332,0.0942507068803016,0,0.188501413760603,0,15.969,21.975,19.573,12.322
13,"Avinyonet del Penedès                                                                               ",8,1652,1224,793,64.7875816993464,8.07061790668348,7.94451450189155,7.44010088272383,18.9155107187894,25.094577553594,29.8865069356873,0.504413619167718,0.378310214375788,0,0.630517023959647,0,13.923,27.118,18.946,12.167
14,"Aiguafreda                                                                                          ",8,2465,1962,1359,69.2660550458715,8.60927152317881,9.56585724797645,3.82634289919058,17.8807947019868,30.0956585724798,26.1221486387049,2.5018395879323,0.22075055187638,0,0.0735835172921266,0,15.903,23.976,19.595,13.307
15,"Badalona                                                                                            ",8,215654,155409,98735,63.5323565559266,16.6556945358789,20.5631235124323,12.5538056413632,28.7689269256089,11.5065579581709,6.49516382235276,2.01347040056718,0.485136982832835,0,0.127614321162708,0,17.492,25.136,19.052,12.702
16,"Bagà                                                                                                ",8,2188,1831,1129,61.6602949208083,7.35163861824624,12.488928255093,5.58015943312666,18.6891054030115,27.5465013286094,25.5093002657219,1.06288751107174,0,0,0.0885739592559787,0,16.498,19.241,25.548,14.946
17,"Balenyà                                                                                             ",8,3711,2762,1688,61.1151339608979,6.93127962085308,13.7440758293839,7.64218009478673,18.1279620853081,30.8649289099526,20.7938388625592,1.30331753554502,0.0592417061611374,0,0,0,17.193,25.788,19.563,10.967
18,"Balsareny                                                                                           ",8,3324,2636,1675,63.5432473444613,6.50746268656716,15.8805970149254,6.80597014925373,25.3134328358209,22.865671641791,19.7611940298507,1.13432835820896,0.238805970149254,0,0.119402985074627,0,15.764,22.653,23.435,12.966
19,"Barcelona                                                                                           ",8,1604555,1136354,764030,67.2352101545821,15.216025548735,14.0859652107902,11.3401306231431,25.6980746829313,17.3713074093949,13.4848108058584,1.64640131931992,0.292527780322762,0,0.105755009620041,0,19.161,24.081,18.598,13.999
20,"Begues                                                                                              ",8,6670,4926,3502,71.0921640276086,10.2798400913764,9.79440319817247,12.6499143346659,23.6721873215306,22.7869788692176,17.3329525985151,2.25585379782981,0.19988577955454,0,0.085665334094803,0,14.572,27.046,20.81,7.901
21,"Bellprat                                                                                            ",8,74,70,46,65.7142857142857,10.8695652173913,10.8695652173913,2.17391304347826,23.9130434782609,19.5652173913043,30.4347826086957,2.17391304347826,0,0,0,0,12.162,18.919,28.378,21.621
22,"Berga                                                                                               ",8,16238,12212,7155,58.5899115623977,7.65897973445143,10.3004891684137,3.56394129979036,15.2480782669462,33.1236897274633,27.6170510132774,1.45352900069881,0.0559049615653389,0,0.0559049615653389,0,16.332,22.25,20.976,13.333
23,"Bigues i Riells                                                                                     ",8,8858,6734,4323,64.1966141966142,12.4450613000231,9.9236641221374,11.1034004163775,26.8794818413139,22.5075179273653,13.7404580152672,2.29007633587786,0.208188757807078,0,0.092528336803146,0,14.506,29.217,18.537,10.454
24,"Borredà                                                                                             ",8,503,386,236,61.139896373057,7.6271186440678,10.1694915254237,1.69491525423729,14.8305084745763,31.7796610169491,33.4745762711864,0.423728813559322,0,0,0,0,13.32,21.272,23.062,14.513
25,"El Bruc                                                                                             ",8,2032,1490,978,65.6375838926174,11.3496932515337,10.0204498977505,9.20245398773006,27.3006134969325,23.9263803680982,16.1554192229039,1.32924335378323,0.204498977505113,0,0.102249488752556,0,15.305,32.579,15.109,8.612
26,"El Brull                                                                                            ",8,254,188,134,71.2765957446808,8.95522388059701,2.98507462686567,0.746268656716418,6.71641791044776,38.0597014925373,40.2985074626866,1.49253731343284,0.746268656716418,0,0,0,15.354,20.472,21.26,11.811
27,"Les Cabanyes                                                                                        ",8,967,687,485,70.5967976710335,7.83505154639175,13.8144329896907,6.39175257731959,14.2268041237113,29.6907216494845,26.5979381443299,1.03092783505155,0,0,0,0,14.788,26.887,19.338,7.239
28,"Cabrera d'Anoia                                                                                     ",8,1348,1024,644,62.890625,15.0621118012422,18.0124223602485,8.69565217391304,33.2298136645963,15.9937888198758,6.2111801242236,1.70807453416149,0.15527950310559,0,0.31055900621118,0,15.504,28.265,20.104,11.498
29,"Cabrera de Mar                                                                                      ",8,4522,3480,2460,70.6896551724138,13.0081300813008,7.31707317073171,10.8943089430894,15.0406504065041,23.4959349593496,27.6422764227642,1.17886178861789,0.406504065040651,0,0,0,15.812,24.636,21.938,11.411
30,"Cabrils                                                                                             ",8,7250,5122,3466,67.6688793440063,11.9446047316792,6.866705135603,12.1177149451818,14.4835545297173,24.6970571263704,27.0340450086555,2.07732256203116,0.0865551067512983,0,0.0865551067512983,0,14.11,25.117,22.111,9.117
31,"Calaf                                                                                               ",8,3426,2322,1537,66.1929371231697,11.060507482108,12.6219908913468,4.48926480156148,16.7208848405986,24.9186727391021,28.4320104098894,1.04098893949252,0.130123617436565,0,0.195185426154847,0,18.126,22.154,18.768,13.368
32,"Caldes d'Estrac                                                                                     ",8,2717,1981,1311,66.1786976274609,10.5263157894737,12.1281464530892,9.76353928299008,20.5949656750572,22.1967963386728,20.6712433257056,2.74599542334096,0.3813882532418,0,0.15255530129672,0,13.25,26.831,20.758,13.36
33,"Caldes de Montbui                                                                                   ",8,17098,12813,8509,66.4091157418247,11.2939240803855,13.9851921494888,8.70842637207662,22.399811963803,24.6209895404865,15.8420495945469,2.13891174051005,0.164531672346927,0,0.105770360794453,0,16.096,26.12,18.874,11.644
34,"Calders                                                                                             ",8,968,763,537,70.3800786369594,8.56610800744879,4.46927374301676,1.86219739292365,12.1042830540037,40.2234636871508,31.098696461825,1.30353817504655,0,0,0.186219739292365,0,14.257,25.103,21.797,10.228
35,"Calella                                                                                             ",8,18226,12547,7828,62.3894157966048,12.1359223300971,12.4936126724578,8.75063873275421,19.7368421052632,23.3009708737864,20.3883495145631,2.24833929483904,0.166070516096065,0,0.127746550843127,0,16.262,25.557,18.583,13.289
36,"Calonge de Segarra                                                                                  ",8,197,163,104,63.8036809815951,6.73076923076923,4.80769230769231,0,8.65384615384615,28.8461538461539,49.0384615384615,0.961538461538462,0,0,0,0,15.229,16.244,20.812,13.199
37,"Calldetenes                                                                                         ",8,2427,1864,1230,65.9871244635193,5.28455284552846,4.71544715447155,2.84552845528455,7.64227642276423,38.8617886178862,37.6422764227642,1.38211382113821,0.16260162601626,0,0.32520325203252,0,18.583,24.021,21.467,10.507
38,"Callús                                                                                              ",8,2024,1487,954,64.1560188298588,6.70859538784067,10.167714884696,5.45073375262054,19.601677148847,28.4067085953878,26.3102725366876,1.67714884696017,0,0,0.10482180293501,0,16.848,26.779,16.008,10.969
39,"Campins                                                                                             ",8,491,362,266,73.4806629834254,5.26315789473684,6.01503759398496,1.8796992481203,27.0676691729323,31.578947368421,27.8195488721804,0.37593984962406,0,0,0,0,13.239,29.531,20.977,10.387
40,"Canet de Mar                                                                                        ",8,14177,10709,6802,63.51666822299,12.1875918847398,11.3937077330197,8.45339605998236,24.2428697441929,24.5369009114966,16.0099970596883,2.16112907968245,0.117612466921494,0,0.147015583651867,0,14.495,26.607,18.241,13.331
41,"Canovelles                                                                                          ",8,15906,10343,6582,63.6372425795224,16.5907019143118,26.3749620176238,14.737161956852,24.3846855059253,8.09784260103312,6.76086295958675,1.76238225463385,0.258280158006685,0,0.167122455180796,0,18.521,25.349,17.792,10.687
42,"Cànoves i Samalús                                                                                   ",8,2897,2231,1558,69.8341550874048,14.8908857509628,14.6341463414634,11.1039794608472,25.6739409499358,17.8433889602054,12.1951219512195,2.37483953786906,0.0641848523748395,0,0.128369704749679,0,14.257,27.856,19.054,13.186
43,"Canyelles                                                                                           ",8,4375,3201,2041,63.7613245860669,13.4737873591377,16.2665360117589,13.5717785399314,30.9162175404214,12.8368446839784,10.1910828025478,2.00881920627144,0.0489955903968643,0,0.244977951984321,0,13.691,30.149,19.749,10.285
44,"Capellades                                                                                          ",8,5268,4141,2726,65.8295097802463,11.3719735876743,16.507703595011,8.07043286867205,19.7725605282465,24.6881878209831,17.0579603815114,1.61408657373441,0.220102714600147,0,0.146735143066764,0,16.857,24.146,18.888,13.724
45,"Capolat                                                                                             ",8,92,73,35,47.945205479452,0,5.71428571428571,0,31.4285714285714,25.7142857142857,37.1428571428571,0,0,0,0,0,9.783,32.609,19.566,9.783
46,"Cardedeu                                                                                            ",8,17938,13290,9000,67.7200902934537,9.45555555555556,11.4666666666667,9.66666666666667,24.5444444444445,26.6111111111111,14.9222222222222,1.74444444444444,0.233333333333333,0,0.211111111111111,0,16.396,27.857,17.393,10.096
47,"Cardona                                                                                             ",8,4898,3899,2260,57.9635804052321,14.5575221238938,18.1858407079646,7.78761061946903,14.2035398230088,23.716814159292,19.6017699115044,0.929203539823009,0.221238938053097,0,0.0884955752212389,0,15.823,18.906,23.05,15.741
48,"Carme                                                                                               ",8,792,582,417,71.6494845360825,7.19424460431655,9.11270983213429,4.07673860911271,11.031175059952,34.2925659472422,31.89448441247,1.19904076738609,0.239808153477218,0,0,0,15.909,24.116,20.202,12.879
49,"Casserres                                                                                           ",8,1541,1293,779,60.2474864655839,6.93196405648267,4.36456996148909,1.28369704749679,10.012836970475,38.382541720154,37.997432605905,0.641848523748395,0,0,0,0,15.315,21.479,22.907,15.184
50,"Castellar del Riu                                                                                   ",8,175,141,99,70.2127659574468,2.02020202020202,1.01010101010101,4.04040404040404,7.07070707070707,35.3535353535354,48.4848484848485,0,0,0,0,0,14.285,20.572,22.286,16
51,"Castellar del Vallès                                                                                ",8,23442,17949,12076,67.2795141790629,10.0033123550845,14.45842994369,10.3097052003975,26.7803908579,21.1742298774429,14.2182842000662,1.84663795958927,0.248426631334879,0,0.115932427956277,0,15.268,26.802,19.746,10.204
52,"Castellar de n'Hug                                                                                  ",8,159,141,88,62.4113475177305,7.95454545454545,4.54545454545455,2.27272727272727,12.5,29.5454545454546,43.1818181818182,0,0,0,0,0,19.497,16.352,27.673,14.465
53,"Castellbell i el Vilar                                                                              ",8,3566,2788,1591,57.0659971305595,11.2507856693903,16.9076052796983,8.7994971715902,24.8900062853551,19.1703331238215,16.5933375235701,1.63419233186675,0.0628535512256442,0,0.188560653676933,0,14.975,26.697,18.536,12.703
54,"Castellbisbal                                                                                       ",8,12364,8998,6129,68.1151366970438,12.1226953826073,15.6795562081906,14.1948115516397,29.5480502528961,16.2832435960189,9.07162669277207,1.99053679229891,0.310001631587535,0,0.0815793767335618,0,15.319,28.906,17.607,9.139
55,"Castellcir                                                                                          ",8,694,519,327,63.0057803468208,6.72782874617737,6.72782874617737,7.3394495412844,20.1834862385321,35.7798165137615,20.1834862385321,1.8348623853211,0,0,0,0,12.535,27.954,18.876,8.934
56,"Castelldefels                                                                                       ",8,63891,42140,27977,66.390602752729,18.854773563999,16.3777388569182,17.2391607391786,25.8676770204096,10.6122886656897,7.39178611001894,2.28759338027666,0.332415913071452,0,0.117954033670515,0,17.485,28.966,17.796,10.161
57,"Castell de l'Areny                                                                                  ",8,73,60,44,73.3333333333333,0,4.54545454545455,0,15.9090909090909,38.6363636363636,38.6363636363636,0,0,0,0,0,8.219,34.246,23.287,10.959
58,"Castellet i la Gornal                                                                               ",8,2212,1730,1095,63.2947976878613,11.9634703196347,15.2511415525114,9.31506849315068,29.6803652968036,16.4383561643836,13.0593607305936,3.10502283105023,0.273972602739726,0,0.365296803652968,0,13.156,25.904,21.654,14.557
59,"Castellfollit del Boix                                                                              ",8,434,347,195,56.1959654178674,6.15384615384615,2.05128205128205,5.64102564102564,18.974358974359,40.5128205128205,25.1282051282051,0.512820512820513,0,0,0,0,15.668,20.738,22.35,10.369
60,"Castellfollit de Riubregós                                                                          ",8,167,144,87,60.4166666666667,18.3908045977011,0,1.14942528735632,13.7931034482759,24.1379310344828,42.5287356321839,0,0,0,0,0,20.958,14.971,26.348,18.562
61,"Castellgalí                                                                                         ",8,1996,1497,983,65.6646626586506,12.9196337741607,14.3438453713123,9.46083418107833,30.824008138352,15.6663275686673,13.1230925737538,1.83112919633774,0.305188199389624,0,0.101729399796541,0,13.627,29.008,17.184,12.075
62,"Castellnou de Bages                                                                                 ",8,1266,956,618,64.6443514644351,10.0323624595469,10.8414239482201,9.38511326860841,17.1521035598706,28.8025889967638,20.2265372168285,2.58899676375405,0.161812297734628,0,0.161812297734628,0,11.611,30.49,18.167,10.585
63,"Castellolí                                                                                          ",8,574,453,336,74.1721854304636,3.57142857142857,5.65476190476191,2.38095238095238,13.0952380952381,36.3095238095238,36.0119047619048,1.19047619047619,0.297619047619048,0,0.297619047619048,0,19.164,24.565,17.247,10.976
64,"Castellterçol                                                                                       ",8,2368,1847,1230,66.5944775311316,5.36585365853659,8.21138211382114,4.47154471544716,18.7804878048781,31.869918699187,28.6991869918699,1.78861788617886,0,0,0.0813008130081301,0,14.569,24.535,19.215,13.26
65,"Castellví de la Marca                                                                               ",8,1540,1176,784,66.6666666666667,8.03571428571429,7.90816326530612,4.08163265306122,14.4132653061224,28.6989795918367,33.0357142857143,2.16836734693878,0.255102040816326,0,0.127551020408163,0,13.831,24.74,20.065,13.117
66,"Castellví de Rosanes                                                                                ",8,1771,1365,921,67.4725274725275,12.9207383279045,14.2236699239957,11.2920738327904,24.8642779587405,21.4983713355049,12.9207383279045,1.085776330076,0.217155266015201,0,0.1085776330076,0,15.246,25.918,20.891,10.728
67,"Centelles                                                                                           ",8,7372,5739,3577,62.3279316954173,7.3804864411518,10.3159071847917,5.11601901034386,18.0318702823595,30.2488118535085,25.94352809617,1.3978194017333,0.167738328207996,0,0.0838691641039978,0,16.304,25.271,18.435,12.168
68,"Cervelló                                                                                            ",8,8851,6718,4343,64.6472164334623,14.1376928390513,12.8252360119733,11.8811881188119,27.3313377849413,19.5026479392125,10.9601657840203,2.1644024867603,0.437485609026019,0,0,0,16.247,25.941,20.981,10.778
69,"Collbató                                                                                            ",8,4389,3169,2148,67.7816345850426,11.9180633147114,10.7541899441341,10.707635009311,24.3016759776536,26.2104283054004,12.8491620111732,1.21042830540037,0.325884543761639,0,0.232774674115456,0,12.166,30.736,18.159,8.704
70,"Collsuspina                                                                                         ",8,343,266,191,71.8045112781955,3.66492146596859,4.18848167539267,1.57068062827225,12.0418848167539,36.6492146596859,39.2670157068063,0.523560209424084,1.04712041884817,0,0,0,11.371,25.656,22.157,15.744
71,"Copons                                                                                              ",8,307,240,162,67.5,4.32098765432099,8.02469135802469,0.617283950617284,18.5185185185185,37.037037037037,26.5432098765432,1.85185185185185,0,0,0,0,10.424,28.339,17.915,15.31
72,"Corbera de Llobregat                                                                                ",8,14240,10259,6422,62.598693829808,12.9087511678605,11.8966054188726,11.6786047960137,27.4057925879788,20.3207723450638,12.7218934911243,2.13329180940517,0.155714730613516,0,0.124571784490813,0,15.562,28.082,19.374,9.346
73,"Cornellà de Llobregat                                                                               ",8,86376,61814,42025,67.9862167146601,14.4366448542534,26.7888161808447,12.5806067816776,32.0404521118382,7.93575252825699,3.17668054729328,1.83700178465199,0.328375966686496,0,0.176085663295657,0,17.141,25.756,17.341,14.197
74,"Cubelles                                                                                            ",8,14420,10611,6679,62.9441145980586,13.4451265159455,16.274891450816,14.5979937116335,31.1423865848181,13.5798772271298,7.60592903129211,2.24584518640515,0.209612217397814,0,0.119778409941608,0,14.417,29.175,18.343,12.101
75,"Dosrius                                                                                             ",8,5215,3883,2467,63.533350502189,14.5115524929064,12.0389136603162,11.8362383461694,27.3611674098095,19.4162950952574,12.1199837859749,1.94568301580867,0.0810701256586948,0,0.121605188488042,0,15.762,27.977,20.116,9.569
