"muni_id","municipalities","prov_id","poblacion","v_census","t_votes","votes_rate","PP_per","PSOE_per","Cs_per","ECP_per","ERC-CATSÍ_per","CDC_per","PACMA_per","RECORTES CERO-GRUPO VERDE_per","VOX_per","PCPE_per","PxC_per","Age_20-34","Age_35-49","Age_50-64","Age_65-79"
76,"Esparreguera                                                                                        ",8,21701,16169,10563,65.3287154431319,11.966297453375,18.5648016661933,10.8113225409448,30.5121651046104,16.4252579759538,8.63391082078955,1.88393448830825,0.3692132916785,0,0.123071097226167,0,16.958,27.584,18.151,10.898
77,"Esplugues de Llobregat                                                                              ",8,45626,34508,23956,69.4215834009505,17.9662714977459,22.4327934546669,13.8837869427283,25.7639004842211,10.0559358824512,7.19652696610453,1.7239939889798,0.354817164802137,0,0.0918350308899649,0,17.225,22.884,20.056,15.871
78,"L'Espunyola                                                                                         ",8,252,219,111,50.6849315068493,5.40540540540541,0.900900900900901,0.900900900900901,9.90990990990991,31.5315315315315,46.8468468468468,1.8018018018018,0,0,0,0,14.683,21.826,22.223,11.508
79,"L'Estany                                                                                            ",8,398,343,255,74.3440233236152,4.70588235294118,6.66666666666667,4.31372549019608,5.49019607843137,41.1764705882353,34.9019607843137,0.784313725490196,0,0,0.392156862745098,0,12.814,21.105,24.372,13.819
80,"Fígols                                                                                              ",8,43,34,26,76.4705882352941,19.2307692307692,3.84615384615385,0,0,26.9230769230769,26.9230769230769,11.5384615384615,0,0,0,0,4.652,23.256,20.93,20.931
81,"Fogars de Montclús                                                                                  ",8,477,339,221,65.1917404129793,4.07239819004525,2.26244343891403,4.97737556561086,13.5746606334842,29.4117647058824,42.5339366515837,1.35746606334842,0,0,0.452488687782805,0,12.998,29.35,16.562,11.322
82,"Fogars de la Selva                                                                                  ",8,1470,1139,708,62.1597892888499,15.5367231638418,15.2542372881356,13.2768361581921,29.3785310734463,11.7231638418079,10.7344632768362,3.38983050847458,0.141242937853107,0,0,0,14.354,26.939,20.34,13.605
83,"Folgueroles                                                                                         ",8,2285,1675,1144,68.2985074626866,2.7972027972028,3.75874125874126,2.62237762237762,7.95454545454545,43.1818181818182,38.548951048951,0.262237762237762,0.0874125874125874,0,0,0,12.734,28.271,16.586,9.672
84,"Fonollosa                                                                                           ",8,1393,1142,768,67.2504378283713,7.8125,8.72395833333333,5.46875,20.5729166666667,30.2083333333333,23.828125,1.43229166666667,0.130208333333333,0,0,0,14.5,26.203,22.253,11.917
85,"Font-rubí                                                                                           ",8,1348,1000,658,65.8,8.96656534954407,6.0790273556231,2.73556231003039,11.5501519756839,29.6352583586626,38.145896656535,1.97568389057751,0,0,0.151975683890578,0,12.092,24.333,19.658,15.356
86,"Les Franqueses del Vallès                                                                           ",8,19446,13582,8557,63.0025033132087,11.6395933154143,16.2556970901017,15.1338085777726,26.5747341357953,15.7064391726072,11.4175528806825,1.93993221923571,0.385649176113124,0,0.070118032020568,0,18.996,28.377,16.22,8.527
87,"Gallifa                                                                                             ",8,197,152,121,79.6052631578947,6.61157024793388,3.30578512396694,9.09090909090909,11.5702479338843,29.7520661157025,37.1900826446281,0.826446280991736,0,0,0,0,20.812,22.335,25.889,10.152
88,"La Garriga                                                                                          ",8,15740,11899,8097,68.0477351037902,8.89218228973694,10.4483141904409,9.12683710016056,19.0070396443127,28.3438310485365,21.5264912930715,1.44497962208225,0.172903544522663,0,0.185253797702853,0,16.531,25.959,18.704,10.477
89,"Gavà                                                                                                ",8,46405,33850,22096,65.2762186115214,15.0434467776973,21.7822230267922,15.4417089065894,27.7018464880521,10.1556842867487,6.63921071687183,1.98225923244026,0.294170890658943,0,0.190079652425778,0,16.925,26.745,18.459,11.572
90,"Gaià                                                                                                ",8,168,128,101,78.90625,7.92079207920792,6.93069306930693,0,6.93069306930693,29.7029702970297,45.5445544554455,0.99009900990099,0,0,0,0,18.452,19.643,26.786,10.714
91,"Gelida                                                                                              ",8,7253,5244,3584,68.3447749809306,9.375,15.7366071428571,9.06808035714286,29.3526785714286,22.2935267857143,11.8582589285714,1.45089285714286,0.167410714285714,0,0.223214285714286,0,14.794,29.725,16.834,10.272
92,"Gironella                                                                                           ",8,4925,3736,2342,62.6873661670235,8.19812126387703,10.2903501280956,3.50128095644748,13.9624252775406,32.2374039282664,29.9743808710504,1.11016225448335,0.085397096498719,0,0.085397096498719,0,15.695,20.954,20.995,15.229
93,"Gisclareny                                                                                          ",8,27,27,21,77.7777777777778,0,0,4.76190476190476,9.52380952380952,47.6190476190476,38.0952380952381,0,0,0,0,0,14.814,14.814,48.148,11.111
94,"La Granada                                                                                          ",8,2085,1559,1097,70.3656189865299,8.9334548769371,11.6681859617138,4.92251595259799,17.5022789425706,29.8997265268915,23.5186873290793,2.09662716499544,0.182315405651778,0,0,0,16.931,26.955,19.089,9.352
95,"Granera                                                                                             ",8,80,73,47,64.3835616438356,4.25531914893617,8.51063829787234,2.12765957446809,17.0212765957447,21.2765957446809,46.8085106382979,0,0,0,0,0,13.75,22.5,32.5,16.25
96,"Granollers                                                                                          ",8,60101,42622,28615,67.1366899723148,12.5388782107286,18.3819674995632,11.6652105539053,22.4392800978508,16.819849729163,14.7789620828237,2.01293028132099,0.328499038965577,0,0.115324130700681,0,18.63,25.079,19.23,11.388
97,"Gualba                                                                                              ",8,1414,1021,712,69.7355533790402,4.7752808988764,8.56741573033708,6.60112359550562,23.5955056179775,32.7247191011236,21.2078651685393,1.40449438202247,0,0,0,0,11.811,31.471,16.053,11.104
98,"Sant Salvador de Guardiola                                                                          ",8,3126,2381,1534,64.4267114657707,11.7992177314211,10.7561929595828,9.97392438070404,24.96740547588,21.1212516297262,18.3833116036506,2.08604954367666,0.325945241199478,0,0.260756192959583,0,12.572,27.159,17.914,13.371
99,"Guardiola de Berguedà                                                                               ",8,930,749,485,64.7530040053405,7.01030927835051,14.020618556701,4.3298969072165,23.298969072165,28.659793814433,21.0309278350515,1.23711340206186,0,0,0,0,17.957,19.892,23.011,13.226
100,"Gurb                                                                                                ",8,2545,2001,1380,68.9655172413793,5.72463768115942,2.60869565217391,3.84057971014493,7.60869565217391,33.9130434782609,43.695652173913,0.652173913043478,0.072463768115942,0,0.072463768115942,0,16.936,22.83,21.925,10.766
101,"L'Hospitalet de Llobregat                                                                           ",8,252171,174622,112942,64.6779901730595,16.4553487630819,26.4640257831453,12.4302739459191,29.0635901613217,8.36712648970268,4.05694958474261,1.77347665173275,0.442705105275274,0,0.196561066742222,0,18.644,25.024,17.43,14.661
102,"Igualada                                                                                            ",8,38751,28296,18367,64.9102346621431,11.2756574290848,12.233897751402,8.15048728698209,17.5205531660042,24.9959165895356,23.1828823433331,1.42647138890401,0.179670060434475,0,0.0980018511460772,0,16.784,24.192,18.433,12.322
103,"Jorba                                                                                               ",8,838,625,395,63.2,11.3924050632911,6.07594936708861,6.58227848101266,15.9493670886076,34.9367088607595,21.7721518987342,2.53164556962025,0.253164556962025,0,0,0,15.513,28.759,16.23,9.307
104,"La Llacuna                                                                                          ",8,883,679,430,63.3284241531664,6.74418604651163,6.04651162790698,1.62790697674419,12.5581395348837,40.2325581395349,30.9302325581395,1.16279069767442,0,0,0,0,16.762,20.045,22.423,16.195
105,"La Llagosta                                                                                         ",8,13252,9630,6339,65.8255451713396,15.9804385549771,27.0705158542357,13.503707209339,31.9451017510648,5.60025240574223,3.13929641899353,1.4986590944944,0.331282536677709,0,0.157753588894147,0,16.737,26.705,16.836,13.553
106,"Llinars del Vallès                                                                                  ",8,9570,7279,4845,66.5613408435225,12.0123839009288,13.7048503611971,10.1754385964912,23.0959752321981,23.4262125902993,14.0970072239422,2.24974200206398,0.206398348813209,0,0.206398348813209,0,16.416,26.081,19.425,11.326
107,"Lliçà d'Amunt                                                                                       ",8,14742,11502,7445,64.7278734133194,15.0839489590329,16.3331094694426,13.5930154466085,30.329079919409,13.6736064472801,7.44123572867696,2.20282068502351,0.295500335795836,0,0.147750167897918,0,14.862,27.499,19.204,11.539
108,"Lliçà de Vall                                                                                       ",8,6383,5016,3474,69.2583732057416,16.8969487622337,14.853195164076,13.4715025906736,27.0869314910766,13.5866436384571,11.1111111111111,2.07253886010363,0.23028209556707,0,0.0863557858376511,0,14.336,24.956,21.635,12.705
109,"Lluçà                                                                                               ",8,280,216,161,74.5370370370371,6.83229813664596,0,0.62111801242236,17.3913043478261,50.3105590062112,24.8447204968944,0,0,0,0,0,16.429,22.143,22.144,10
110,"Malgrat de Mar                                                                                      ",8,18371,13315,8368,62.8464138190011,11.675430210325,19.0846080305927,9.73948374760994,25.1673040152964,17.8537284894837,13.6352772466539,1.46988527724665,0.346558317399618,0,0.155353728489484,0,16.378,26.139,18.795,13.314
111,"Malla                                                                                               ",8,262,218,184,84.4036697247707,6.52173913043478,0.543478260869565,3.80434782608696,9.23913043478261,29.8913043478261,47.8260869565217,0.543478260869565,0,0,0,0,15.268,26.718,19.084,14.886
112,"Manlleu                                                                                             ",8,20228,12911,7723,59.8172101308961,8.55885018775087,13.2331995338599,6.52596141395831,15.3696749967629,26.7771591350511,27.1526608830765,1.07471189952091,0.194225042082092,0,0.155380033665674,0,17.851,22.301,19.177,11.098
