"code","regions","re_id","provinces","mun_id","municipalities","poblacion","v_census","t_votes","PP","PSOE","PODEMOS-IU-EQUO","Cs","ECP","PODEMOS-COMPROMÍS-EUPV","ERC-CATSÍ","CDC","PODEMOS-EN MAREA-ANOVA-EU","EAJ-PNV","EH Bildu","CCa-PNC","PACMA","RECORTES CERO-GRUPO VERDE","UPyD","VOX","BNG-NÓS","PCPE","GBAI","EB","FE de las JONS","SI","SOMVAL","CCD","SAIn","PH","CENTRO MODERADO","P-LIB","CCD-CI","UPL","PCOE","AND","JXC","PFyV","CILUS","PxC","MAS","IZAR","UNIDAD_DEL_PUEBLO","PREPAL","Ln","REPO","INDEPENDIENTES-FIA","ENTABAN","IMC","PUEDE","FE","ALCD","FME","HRTS-Ln","UDT","abs_rate","votes_rate","PP_per","PSOE_per","PODEMOS-IU-EQUO_per","Cs_per","ECP_per","PODEMOS-COMPROMÍS-EUPV_per","ERC-CATSÍ_per","CDC_per","PODEMOS-EN MAREA-ANOVA-EU_per","EAJ-PNV_per","EH Bildu_per","CCa-PNC_per","PACMA_per","RECORTES CERO-GRUPO VERDE_per","UPyD_per","VOX_per","BNG-NÓS_per","PCPE_per","GBAI_per","EB_per","FE de las JONS_per","SI_per","SOMVAL_per","CCD_per","SAIn_per","PH_per","CENTRO MODERADO_per","P-LIB_per","CCD-CI_per","UPL_per","PCOE_per","AND_per","JXC_per","PFyV_per","CILUS_per","PxC_per","MAS_per","IZAR_per","UNIDAD_DEL_PUEBLO_per","PREPAL_per","Ln_per","REPO_per","INDEPENDIENTES-FIA_per","ENTABAN_per","IMC_per","PUEDE_per","FE_per","ALCD_per","FME_per","HRTS-Ln_per","UDT_per"
5011,"Catalunya                     ",8,"Barcelona                     ",1,"Abrera                                                                                              ",12071,8907,6269,865,1293,0,899,2142,0,583,279,0,0,0,0,128,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70.38284495340743","70.38284495340743","13.798053916095071","20.625299090764077","0.0","14.340405168288402","34.168128888179936","0.0","9.299728824373904","4.4504705694688145","0.0","0.0","0.0","0.0","2.0417929494337215","0.5104482373584304","0.0","0.0","0.0","0.0319030148349019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5012,"Catalunya                     ",8,"Barcelona                     ",2,"Aguilar de Segarra                                                                                  ",246,200,124,8,1,0,2,13,0,50,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62.0","62.0","6.451612903225806","0.8064516129032258","0.0","1.6129032258064515","10.483870967741936","0.0","40.32258064516129","39.516129032258064","0.0","0.0","0.0","0.0","0.0","0.8064516129032258","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5013,"Catalunya                     ",8,"Barcelona                     ",3,"Alella                                                                                              ",9660,7084,4803,694,374,0,609,779,0,1158,1040,0,0,0,0,97,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67.80067758328629","67.80067758328629","14.449302519258797","7.786799916718717","0.0","12.67957526545909","16.219029773058505","0.0","24.109931292941912","21.653133458255258","0.0","0.0","0.0","0.0","2.0195711013949613","0.22902352696231523","0.0","0.0","0.0","0.041640641265875494","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5014,"Catalunya                     ",8,"Barcelona                     ",4,"Alpens                                                                                              ",290,223,164,0,7,0,3,21,0,54,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73.54260089686099","73.54260089686099","0.0","4.2682926829268295","0.0","1.8292682926829267","12.804878048780488","0.0","32.926829268292686","46.34146341463415","0.0","0.0","0.0","0.0","0.6097560975609756","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5015,"Catalunya                     ",8,"Barcelona                     ",5,"L'Ametlla del Vallès                                                                                ",8303,6205,4167,461,298,0,429,818,0,1047,1024,0,0,0,0,56,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67.15551974214343","67.15551974214343","11.063114950803936","7.151427885769139","0.0","10.29517638588913","19.63042956563475","0.0","25.125989920806337","24.57403407727382","0.0","0.0","0.0","0.0","1.343892488600912","0.21598272138228944","0.0","0.0","0.0","0.07199424046076314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5016,"Catalunya                     ",8,"Barcelona                     ",6,"Arenys de Mar                                                                                       ",15289,11470,7132,835,777,0,524,1418,0,1856,1513,0,0,0,0,135,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62.17959895379251","62.17959895379251","11.70779584969153","10.894559730790803","0.0","7.3471676948962426","19.882220975883342","0.0","26.023555804823335","21.214245653393156","0.0","0.0","0.0","0.0","1.8928771733034213","0.14021312394840157","0.0","0.0","0.0","0.056085249579360626","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5017,"Catalunya                     ",8,"Barcelona                     ",7,"Arenys de Munt                                                                                      ",8736,6483,4250,327,372,0,304,777,0,1380,943,0,0,0,0,101,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65.55606972080827","65.55606972080827","7.694117647058824","8.75294117647059","0.0","7.152941176470589","18.282352941176473","0.0","32.470588235294116","22.188235294117646","0.0","0.0","0.0","0.0","2.376470588235294","0.16470588235294117","0.0","0.0","0.0","0.1411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5018,"Catalunya                     ",8,"Barcelona                     ",8,"Argençola                                                                                           ",223,190,110,9,4,0,3,11,0,53,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57.89473684210527","57.89473684210527","8.181818181818182","3.6363636363636362","0.0","2.727272727272727","10.0","0.0","48.18181818181818","20.0","0.0","0.0","0.0","0.0","2.727272727272727","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5019,"Catalunya                     ",8,"Barcelona                     ",9,"Argentona                                                                                           ",11978,9180,6192,783,671,0,652,1274,0,1463,1163,0,0,0,0,113,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67.45098039215686","67.45098039215686","12.645348837209303","10.83656330749354","0.0","10.529715762273902","20.574935400516793","0.0","23.627260981912144","18.782299741602067","0.0","0.0","0.0","0.0","1.824935400516796","0.22609819121447028","0.0","0.0","0.0","0.14534883720930233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5020,"Catalunya                     ",8,"Barcelona                     ",10,"Artés                                                                                               ",5665,4168,2606,193,261,0,199,441,0,806,637,0,0,0,0,42,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62.52399232245681","62.52399232245681","7.40598618572525","10.015349194167305","0.0","7.636224098234842","16.922486569455103","0.0","30.928626247122025","24.44359171143515","0.0","0.0","0.0","0.0","1.6116653875671527","0.07674597083653108","0.0","0.0","0.0","0.19186492709132769","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5021,"Catalunya                     ",8,"Barcelona                     ",11,"Avià                                                                                                ",2225,1756,1082,51,29,0,28,115,0,497,332,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61.617312072892936","61.617312072892936","4.7134935304990755","2.6802218114602585","0.0","2.5878003696857674","10.628465804066543","0.0","45.93345656192236","30.683918669131238","0.0","0.0","0.0","0.0","1.2014787430683918","0.09242144177449169","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5022,"Catalunya                     ",8,"Barcelona                     ",12,"Avinyó                                                                                              ",2248,1672,1061,63,78,0,30,105,0,379,375,0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63.45693779904307","63.45693779904307","5.937794533459001","7.351555136663525","0.0","2.827521206409048","9.896324222431668","0.0","35.721017907634305","35.3440150801131","0.0","0.0","0.0","0.0","1.0367577756833177","0.0942507068803016","0.0","0.0","0.0","0.1885014137606032","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5023,"Catalunya                     ",8,"Barcelona                     ",13,"Avinyonet del Penedès                                                                               ",1652,1224,793,64,63,0,59,150,0,199,237,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64.7875816993464","64.7875816993464","8.07061790668348","7.944514501891551","0.0","7.440100882723834","18.915510718789406","0.0","25.09457755359395","29.88650693568726","0.0","0.0","0.0","0.0","0.5044136191677175","0.37831021437578816","0.0","0.0","0.0","0.6305170239596469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5024,"Catalunya                     ",8,"Barcelona                     ",14,"Aiguafreda                                                                                          ",2465,1962,1359,117,130,0,52,243,0,409,355,0,0,0,0,34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69.26605504587155","69.26605504587155","8.609271523178808","9.565857247976453","0.0","3.8263428991905815","17.880794701986755","0.0","30.095658572479767","26.122148638704928","0.0","0.0","0.0","0.0","2.501839587932303","0.22075055187637968","0.0","0.0","0.0","0.07358351729212656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5025,"Catalunya                     ",8,"Barcelona                     ",15,"Badalona                                                                                            ",215654,155409,98735,16445,20303,0,12395,28405,0,11361,6413,0,0,0,0,1988,479,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63.53235655592662","63.53235655592662","16.65569453587887","20.56312351243227","0.0","12.553805641363244","28.76892692560895","0.0","11.50655795817086","6.495163822352762","0.0","0.0","0.0","0.0","2.013470400567175","0.48513698283283535","0.0","0.0","0.0","0.12761432116270827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5026,"Catalunya                     ",8,"Barcelona                     ",16,"Bagà                                                                                                ",2188,1831,1129,83,141,0,63,211,0,311,288,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61.6602949208083","61.6602949208083","7.351638618246235","12.488928255093002","0.0","5.580159433126661","18.689105403011514","0.0","27.54650132860939","25.50930026572188","0.0","0.0","0.0","0.0","1.0628875110717448","0.0","0.0","0.0","0.0","0.08857395925597875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5027,"Catalunya                     ",8,"Barcelona                     ",17,"Balenyà                                                                                             ",3711,2762,1688,117,232,0,129,306,0,521,351,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61.11513396089791","61.11513396089791","6.93127962085308","13.744075829383887","0.0","7.642180094786729","18.12796208530806","0.0","30.864928909952603","20.79383886255924","0.0","0.0","0.0","0.0","1.3033175355450237","0.05924170616113744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5028,"Catalunya                     ",8,"Barcelona                     ",18,"Balsareny                                                                                           ",3324,2636,1675,109,266,0,114,424,0,383,331,0,0,0,0,19,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63.54324734446131","63.54324734446131","6.507462686567164","15.880597014925375","0.0","6.8059701492537314","25.313432835820898","0.0","22.865671641791042","19.761194029850746","0.0","0.0","0.0","0.0","1.1343283582089554","0.23880597014925373","0.0","0.0","0.0","0.11940298507462686","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5029,"Catalunya                     ",8,"Barcelona                     ",19,"Barcelona                                                                                           ",1604555,1136354,764030,116255,107621,0,86642,196341,0,132722,103028,0,0,0,0,12579,2235,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67.23521015458212","67.23521015458212","15.216025548734995","14.085965210790153","0.0","11.34013062314307","25.6980746829313","0.0","17.371307409394916","13.484810805858407","0.0","0.0","0.0","0.0","1.646401319319922","0.2925277803227622","0.0","0.0","0.0","0.10575500962004108","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5030,"Catalunya                     ",8,"Barcelona                     ",20,"Begues                                                                                              ",6670,4926,3502,360,343,0,443,829,0,798,607,0,0,0,0,79,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71.0921640276086","71.0921640276086","10.279840091376355","9.794403198172473","0.0","12.649914334665905","23.672187321530554","0.0","22.786978869217588","17.332952598515135","0.0","0.0","0.0","0.0","2.2558537978298117","0.19988577955454026","0.0","0.0","0.0","0.08566533409480297","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5031,"Catalunya                     ",8,"Barcelona                     ",21,"Bellprat                                                                                            ",74,70,46,5,5,0,1,11,0,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65.71428571428571","65.71428571428571","10.869565217391305","10.869565217391305","0.0","2.1739130434782608","23.91304347826087","0.0","19.565217391304348","30.434782608695656","0.0","0.0","0.0","0.0","2.1739130434782608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5032,"Catalunya                     ",8,"Barcelona                     ",22,"Berga                                                                                               ",16238,12212,7155,548,737,0,255,1091,0,2370,1976,0,0,0,0,104,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58.589911562397646","58.589911562397646","7.658979734451432","10.300489168413698","0.0","3.563941299790356","15.248078266946191","0.0","33.123689727463315","27.617051013277425","0.0","0.0","0.0","0.0","1.453529000698812","0.05590496156533892","0.0","0.0","0.0","0.05590496156533892","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5033,"Catalunya                     ",8,"Barcelona                     ",23,"Bigues i Riells                                                                                     ",8858,6734,4323,538,429,0,480,1162,0,973,594,0,0,0,0,99,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64.1966141966142","64.1966141966142","12.445061300023132","9.923664122137405","0.0","11.103400416377514","26.8794818413139","0.0","22.507517927365257","13.740458015267176","0.0","0.0","0.0","0.0","2.2900763358778624","0.2081887578070784","0.0","0.0","0.0","0.09252833680314597","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5034,"Catalunya                     ",8,"Barcelona                     ",24,"Borredà                                                                                             ",503,386,236,18,24,0,4,35,0,75,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61.13989637305699","61.13989637305699","7.627118644067797","10.16949152542373","0.0","1.694915254237288","14.83050847457627","0.0","31.779661016949152","33.47457627118644","0.0","0.0","0.0","0.0","0.423728813559322","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5035,"Catalunya                     ",8,"Barcelona                     ",25,"El Bruc                                                                                             ",2032,1490,978,111,98,0,90,267,0,234,158,0,0,0,0,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65.63758389261744","65.63758389261744","11.349693251533742","10.020449897750511","0.0","9.202453987730062","27.300613496932513","0.0","23.92638036809816","16.155419222903884","0.0","0.0","0.0","0.0","1.329243353783231","0.2044989775051125","0.0","0.0","0.0","0.10224948875255625","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5036,"Catalunya                     ",8,"Barcelona                     ",26,"El Brull                                                                                            ",254,188,134,12,4,0,1,9,0,51,54,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71.27659574468085","71.27659574468085","8.955223880597014","2.9850746268656714","0.0","0.7462686567164178","6.7164179104477615","0.0","38.059701492537314","40.298507462686565","0.0","0.0","0.0","0.0","1.4925373134328357","0.7462686567164178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5037,"Catalunya                     ",8,"Barcelona                     ",27,"Les Cabanyes                                                                                        ",967,687,485,38,67,0,31,69,0,144,129,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70.59679767103349","70.59679767103349","7.835051546391752","13.814432989690722","0.0","6.391752577319587","14.22680412371134","0.0","29.690721649484537","26.5979381443299","0.0","0.0","0.0","0.0","1.0309278350515463","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5038,"Catalunya                     ",8,"Barcelona                     ",28,"Cabrera d'Anoia                                                                                     ",1348,1024,644,97,116,0,56,214,0,103,40,0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62.890625","62.890625","15.062111801242237","18.012422360248447","0.0","8.695652173913043","33.22981366459628","0.0","15.993788819875776","6.211180124223603","0.0","0.0","0.0","0.0","1.7080745341614907","0.15527950310559005","0.0","0.0","0.0","0.3105590062111801","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5039,"Catalunya                     ",8,"Barcelona                     ",29,"Cabrera de Mar                                                                                      ",4522,3480,2460,320,180,0,268,370,0,578,680,0,0,0,0,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70.6896551724138","70.6896551724138","13.008130081300814","7.317073170731707","0.0","10.894308943089431","15.040650406504067","0.0","23.495934959349594","27.64227642276423","0.0","0.0","0.0","0.0","1.1788617886178863","0.40650406504065045","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5040,"Catalunya                     ",8,"Barcelona                     ",30,"Cabrils                                                                                             ",7250,5122,3466,414,238,0,420,502,0,856,937,0,0,0,0,72,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67.66887934400626","67.66887934400626","11.944604731679169","6.866705135603","0.0","12.117714945181765","14.483554529717255","0.0","24.697057126370456","27.03404500865551","0.0","0.0","0.0","0.0","2.07732256203116","0.08655510675129832","0.0","0.0","0.0","0.08655510675129832","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5041,"Catalunya                     ",8,"Barcelona                     ",31,"Calaf                                                                                               ",3426,2322,1537,170,194,0,69,257,0,383,437,0,0,0,0,16,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66.19293712316968","66.19293712316968","11.060507482108003","12.62199089134678","0.0","4.489264801561483","16.72088484059857","0.0","24.918672739102146","28.432010409889397","0.0","0.0","0.0","0.0","1.040988939492518","0.13012361743656475","0.0","0.0","0.0","0.1951854261548471","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
5042,"Catalunya                     ",8,"Barcelona                     ",32,"Caldes d'Estrac                                                                                     ",2717,1981,1311,138,159,0,128,270,0,291,271,0,0,0,0,36,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66.17869762746088","66.17869762746088","10.526315789473683","12.128146453089245","0.0","9.763539282990084","20.59496567505721","0.0","22.19679633867277","20.671243325705568","0.0","0.0","0.0","0.0","2.745995423340961","0.38138825324180015","0.0","0.0","0.0","0.15255530129672007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
